ID_unique,POINT_X,POINT_Y,LandPrice,Available Grid intake(Feed-in)(MW),Grid_supply,Possible Location feed-in to Grid(MW),Actual required at location(MW),Congestion(MW),Feed_in_congestion(MW),Probability
735,163111.1378,383522.1401,321.5799866,190,207,290.6023465,197.6820818,-9,101,0.794069409
737,161913.2136,381430.2291,412.1400146,190,207,290.6023465,197.6820818,-9,101,0.707772493
743,163732.0157,382075.0343,317.6000061,190,207,290.6023465,197.6820818,-9,101,0.664419293
746,161142.9673,381700.7565,696.899231,190,207,290.6023465,197.6820818,-9,101,0.669704497
752,162993.6045,382160.8775,304.5598145,190,207,290.6023465,197.6820818,-9,101,0.758640349
753,159938.9716,384468.1506,282.0003357,109,111,128.9965795,121.8170066,11,20,0.63249439
757,157477.3051,383859.2385,480.171875,64,77,137.9110689,110.1706551,33,74,0.533209324
759,160581.0017,387700.3169,307.5,190,207,290.6023465,197.6820818,-9,101,0.501465857
761,159973.1092,388336.7596,452.4601746,109,111,128.9965795,121.8170066,11,20,0.503478587
764,160374.1711,384614.7899,302.3200073,109,111,128.9965795,121.8170066,11,20,0.747986495
770,157980.1665,383753.3438,260.0395203,64,77,137.9110689,110.1706551,33,74,0.581949949
784,159332.2573,382804.8425,324.6180725,64,77,137.9110689,110.1706551,33,74,0.501532197
786,161588.0082,381147.9402,677.4415283,190,207,290.6023465,197.6820818,-9,101,0.540142894
787,161488.3185,382021.1731,1163.151611,190,207,290.6023465,197.6820818,-9,101,0.759509087
791,157210.8284,383841.5929,671.7888794,64,77,137.9110689,110.1706551,33,74,0.511086702
793,161957.6474,381282.6837,457.5559998,190,207,290.6023465,197.6820818,-9,101,0.655368209
795,163066.097,381371.0248,371.4927673,190,207,290.6023465,197.6820818,-9,101,0.812531471
796,162145.3172,383225.3189,322.9225769,190,207,290.6023465,197.6820818,-9,101,0.727005363
800,161424.4776,383064.7879,298.6799927,109,111,128.9965795,121.8170066,11,20,0.651904941
803,164097.5965,382691.7069,376.9508667,190,207,290.6023465,197.6820818,-9,101,0.530656278
804,160158.2283,386536.9919,459.0700073,109,111,128.9965795,121.8170066,11,20,0.544331312
805,161135.4424,383184.8164,297.4362793,64,77,137.9110689,110.1706551,33,74,0.690379083
811,161692.1705,385242.4313,290.2573547,190,207,290.6023465,197.6820818,-9,101,0.588489175
813,162116.0836,381687.4165,306.1199951,190,207,290.6023465,197.6820818,-9,101,0.834083617
814,161125.5237,387399.43,284.8727112,190,207,290.6023465,197.6820818,-9,101,0.570605159
816,161016.6571,383807.1498,275.5521851,190,207,290.6023465,197.6820818,-9,101,0.727697849
818,162026.0094,383721.8602,679.3005371,190,207,290.6023465,197.6820818,-9,101,0.57141757
819,162369.5545,381313.9803,341.8800049,190,207,290.6023465,197.6820818,-9,101,0.751613855
821,160120.9786,385493.1588,306.0400085,109,111,128.9965795,121.8170066,11,20,0.754719377
822,161173.0638,387894.9602,340.0499878,190,207,290.6023465,197.6820818,-9,101,0.509417772
828,162107.5481,382486.902,356.8800049,190,207,290.6023465,197.6820818,-9,101,0.787077665
829,162712.1488,381322.1326,443.1204224,190,207,290.6023465,197.6820818,-9,101,0.792040467
830,163727.4327,381923.5287,290.2218628,190,207,290.6023465,197.6820818,-9,101,0.672206223
833,161531.3688,385862.4023,330.7999878,190,207,290.6023465,197.6820818,-9,101,0.5955773
834,160860.5289,382980.1284,368.3200073,64,77,137.9110689,110.1706551,33,74,0.847197771
835,159542.0003,384334.5794,348.5764465,109,111,128.9965795,121.8170066,11,20,0.64463985
836,160578.2822,386365.0707,265.5205383,109,111,128.9965795,121.8170066,11,20,0.550171733
838,162144.0867,382212.6854,424.7422485,190,207,290.6023465,197.6820818,-9,101,0.811609149
841,162275.6063,383113.6807,367.7999878,190,207,290.6023465,197.6820818,-9,101,0.746564329
852,162988.9509,383956.9646,599.7349854,190,207,290.6023465,197.6820818,-9,101,0.670297384
853,160208.0685,384786.8268,285.6400146,109,111,128.9965795,121.8170066,11,20,0.750652552
861,163095.2368,382644.5056,345.1273193,190,207,290.6023465,197.6820818,-9,101,0.733783841
865,161813.3152,381983.9987,385.480011,190,207,290.6023465,197.6820818,-9,101,0.804086864
868,158788.6076,383290.4829,340.2394104,64,77,137.9110689,110.1706551,33,74,0.636223137
869,160504.5909,384277.3335,264.8800049,109,111,128.9965795,121.8170066,11,20,0.743493915
870,158719.7226,383657.2651,295.2080078,64,77,137.9110689,110.1706551,33,74,0.555848181
880,163483.9307,384101.605,393.4375305,190,207,290.6023465,197.6820818,-9,101,0.605479777
883,161572.4752,381484.1665,765.6027222,190,207,290.6023465,197.6820818,-9,101,0.617894411
885,158975.5848,381352.556,463.3707581,64,77,137.9110689,110.1706551,33,74,0.613087535
886,160890.3848,386322.7653,295.7626648,109,111,128.9965795,121.8170066,11,20,0.541686594
