OBJECTID,Join_Count,TARGET_FID,bu_code,bu_naam,wk_code,gm_naam,gm_code,aantal_personenautos_2024,aantal_thuislaadpunten_2024,aantal_werklaadpunten_2024,aantal_semi_publiekelaadpunten_2024,aantal_bestemmingslaadpunten_2024,aantal_laadpunten_parkeergarages_2024,aantal_laadpunten_parkeerpleinen_2024,aantal_dc_snellaadpunten_2024,vermogen_dc_snellaadpunten_kw_2024,aantal_personenautos_2030,aantal_evs_2030,aantal_thuislaadpunten_2030,aantal_werklaadpunten_2030,aantal_semi_publiekelaadpunten_2030,aantal_bestemmingslaadpunten_2030,aantal_laadpunten_parkeergarages_2030,aantal_laadpunten_parkeerpleinen_2030,aantal_dc_snellaadpunten_2030,vermogen_dc_snellaadpunten_kw_2030,aantal_personenautos_2035,aantal_evs_2035,aantal_thuislaadpunten_2035,aantal_werklaadpunten_2035,aantal_semi_publiekelaadpunten_2035,aantal_bestemmingslaadpunten_2035,aantal_laadpunten_parkeergarages_2035,aantal_laadpunten_parkeerpleinen_2035,aantal_dc_snellaadpunten_2035,vermogen_dc_snellaadpunten_kw_2035,aantal_personenautos_2050,aantal_evs_2050,aantal_thuislaadpunten_2050,aantal_werklaadpunten_2050,aantal_semi_publiekelaadpunten_2050,aantal_bestemmingslaadpunten_2050,aantal_laadpunten_parkeergarages_2050,aantal_laadpunten_parkeerpleinen_2050,aantal_dc_snellaadpunten_2050,vermogen_dc_snellaadpunten_kw_2050,id,toename_vermogen_dc_snellaadpunten_kw_2030_tov_2024,toename_vermogen_dc_snellaadpunten_kw_2050_tov_2030,toename_vermogen_dc_snellaadpunten_kw_2050_tov_2024,X_cord,Y_cord,Join_Count_1,TARGET_FID_1,JOIN_FID,NAME,TOTPOP_CY,AREA,ID_12,NAME_1,TOTPOP_CY_1,Shape_Length_1,OBJECTID_1,regionaam,Solar_power_capacity_per_km2____MW_,Area_km2_,UniqueID,POINT_X,POINT_Y,Population,Solar_Supply_MW
1,1,8179,BU07725440,Heesterakker,WK077254,Eindhoven,GM0772,1611.42921,45,10.12845546,38.45823813,0.636442539,0,0,0.014666754,1.100006583,1713.417978,438.5310051,45,12,104.3111186,1.46442216,0,0,0.033701586,2.52761897,1796.531302,1037.241692,45,12,202.5936293,2.678399781,0,0,0.062105538,4.657915382,1925.990324,1925.990324,45,12,282.554439,4.145454545,0,0,0.0985653,7.392397475,4013,1.427612386,4.864778505,6.292390891,162703,388343,15,64,-1,Tempel,5255,1.19,0772,Eindhoven,245474,79940.36211,88,Eindhoven,2.38,1,4013,162702.5959,388343.1643,122.7000931,2.8322
2,1,8113,BU07724120,Hemelrijken,WK077241,Eindhoven,GM0772,931.8554529,13.91730557,56.38806024,6.921996596,5.247412904,0,12.1694095,0.048681142,3.651085681,990.833402,80.5314761,14.97534244,124.5524743,18.23662143,12.07403225,0,30.31065369,0.111860584,8.389543815,1038.896081,190.4782183,16.86678306,218.5252751,35.39363859,22.08317124,0,34,0.206137532,15.46031489,1113.759497,1113.759497,32,314.4282712,156.4612461,34.17890909,0,34,0.32715291,24.53646821,4962,4.738458133,16.1469244,20.88538253,160807,384430,7,71,-1,Fellenoord,185,0.22,0772,Eindhoven,245474,79940.36211,88,Eindhoven,2.38,1,4962,160806.7076,384430.2598,22.53254502,0.5236
3,1,8186,BU07725460,Bokt,WK077254,Eindhoven,GM0772,65.29870025,4.622069632,0,1.025876652,0.311856844,0,0,0.731483381,60.23269737,69.43151227,17.6603655,8.561374717,0,2.781406317,0.717566859,0,0,1.680818367,138.4039975,72.79944926,41.77143048,15.60362616,0,5.509487019,1.312415892,0,0,3.097424817,255.051935,78.04541712,78.04541712,25,0,7.999883864,2.031272727,0,0,4.915803211,404.7830682,7323,78.17130017,266.3790707,344.5503708,163138,389184,17,150,-1,Heesterakker,2706,0.52,0772,Eindhoven,245474,79940.36211,88,Eindhoven,2.38,1,7323,163137.5767,389183.8419,4.941334742,1.2376
4,1,8129,BU07722350,Gijzenrooi,WK077223,Eindhoven,GM0772,1092.722405,86.53585632,0,34.66183346,0,0,0,0,0,1161.881764,440.9409579,116.7285551,0,91.83729702,0,0,0,0,0,1218.241542,1042.941867,170.7037036,0,178.9705856,0,0,0,0,0,1306.028689,1306.028689,187,0,170.3968438,0,0,0,0,0,9752,0,0,0,163809,381058,9,389,-1,Puttense Dreef,1333,0.38,0772,Eindhoven,245474,79940.36211,88,Eindhoven,2.38,1,9752,163808.8194,381057.672,123.374393,0.9044
5,1,8151,BU07726250,Zwaanstraat,WK077262,Eindhoven,GM0772,587.2149689,42.77236205,0,39.64419259,2.038849256,0,9,0,0,624.3803194,216.9700859,58.08096422,0,77.91593464,4.691289236,0,9,0,0,654.667339,513.1915791,85.44798031,0,132.6508706,8.580277192,0,9,0,0,701.8430231,701.8430231,99,0,137.410843,13.28,0,9,0,0,10445,0,0,0,159304,384715,9,529,-1,Limbeek-Noord,2512,0.31,0772,Eindhoven,245474,79940.36211,88,Eindhoven,2.38,1,10445,159304.1657,384714.9847,60.70779358,0.7378
6,1,8122,BU07727260,Gennep,WK077272,Eindhoven,GM0772,15.34234014,1.442556602,2.35377127,0.153383129,2.445949167,0,0,0,0,16.31337031,5.155707552,4.066246674,5.199115456,0.450409502,5.628005587,0,0,0,0,17.10468827,12.19461056,8.089872253,9.121762868,0.939712528,10.29351326,0,0,0,0,18.3372614,18.3372614,11,13.12498121,1.171367862,15.93163636,0,0,0,0,5494,0,0,0,160847,380556,13,663,-1,Elzent-Zuid,304,0.14,0772,Eindhoven,245474,79940.36211,88,Eindhoven,2.38,1,5494,160847.2871,380556.4307,1.442556602,0.3332
7,1,8113,BU07724140,Woenselse Watermolen,WK077241,Eindhoven,GM0772,374.8579438,0,7.518408032,4.825534785,1.927639296,0,0,0,0,398.5830319,55.02453368,0,16.60699657,12.69796931,4.435400733,0,0,0,0,417.9172289,130.1475603,0,29.13670334,24.6225114,8.112262072,0,0,0,0,448.0325714,448.0325714,0,41.9237695,64.00465306,12.55563636,0,0,0,0,11286,0,0,0,161458,384557,7,667,-1,Fellenoord,185,0.22,0772,Eindhoven,245474,79940.36211,88,Eindhoven,2.38,1,11286,161458.1507,384557.4721,15.39575384,0.5236
8,1,8110,BU07722120,Rochusbuurt,WK077221,Eindhoven,GM0772,457.6486553,15.09386103,27.63323083,6.930446643,0.767639027,0,7.69808567,0.026524981,1.989373608,486.6136401,83.22358951,17.86686011,61.03751854,18.29451288,1.766298658,0,20.06081154,0.060949677,4.571225796,510.2179665,196.8457778,22.82411942,107.0893261,35.55643406,3.230526051,0,29,0.112318527,8.423889521,546.9845504,546.9845504,37,154.0870348,74.84343478,5,0,29,0.178256393,13.36922948,11744,2.581852188,8.798003679,11.37985587,162024,382561,7,747,-1,Binnenstad,4008,0.67,0772,Eindhoven,245474,79940.36211,88,Eindhoven,2.38,1,11744,162023.7627,382560.5136,23.28579294,1.5946
9,1,8195,BU07727310,Genderbeemd,WK077273,Eindhoven,GM0772,1900.736752,48,50.94416336,34.39867077,0.942381584,0,6,0.53051297,43.76731999,2021.036048,392.240633,48,112.5277509,90.51706915,2.168372462,0,6,1.2190242,100.5694965,2119.071102,927.7527314,48,197.428095,175.520787,3.965911254,0,6,2.246427029,185.3302299,2271.772517,2271.772517,48,284.0722867,324.538931,6.138181818,0,6,3.565217514,294.1304449,12863,56.80217653,193.5609484,250.3631249,158565,381496,14,939,-1,Hurk,62,2.08,0772,Eindhoven,245474,79940.36211,88,Eindhoven,2.38,1,12863,158564.5389,381496.1436,109.7481401,4.9504
10,1,8118,BU07722360,Nieuwe Erven,WK077223,Eindhoven,GM0772,416.7132479,4,32,5.233803077,0.395487627,0,5.629290704,0,0,443.0873949,42.60755167,4,32,23.61066406,0.909997069,0,16,0,0,464.5803796,100.7781171,4,32,43.50125178,1.664367022,0,16,0,0,498.0582941,498.0582941,4,32,98.60524587,2.576,0,16,0,0,13967,0,0,0,162586,381541,8,1126,-1,Tuindorp,2983,0.45,0772,Eindhoven,245474,79940.36211,88,Eindhoven,2.38,1,13967,162586.3649,381541.3364,11.92150725,1.071
11,1,8213,BU07727220,Blaarthem,WK077272,Eindhoven,GM0772,1053.626791,20.3963248,27.65720414,10.1363726,0.35350475,0,0,0.02465263,1.848947236,1120.311755,117.9642649,21.96965888,61.09047186,26.70568206,0.813396589,0,0,0.056647347,4.248551034,1174.655082,279.016654,24.78229054,107.1822318,51.83109886,1.487686615,0,0,0.10439016,7.829262026,1259.301366,1259.301366,41,154.2207135,176.861626,2.302545455,0,0,0.165673589,12.42551916,14257,2.399603798,8.176968125,10.57657192,159886,381696,8,1172,-1,Schrijversbuurt,3703,0.6,0772,Eindhoven,245474,79940.36211,88,Eindhoven,2.38,1,14257,159885.7536,381695.8029,33.00616403,1.428
12,1,8159,BU07725130,Jagershoef,WK077251,Eindhoven,GM0772,1604.30001,4,0,14.55309118,0.493745422,0,13,0.457957009,37.62932469,1705.837565,165.9457639,4,0,38.29517628,1.136083297,0,13,1.052303542,86.46547789,1788.583183,392.5055763,4,0,74.25781172,2.077874356,0,13,1.939192938,159.3392376,1917.469459,1917.469459,4,0,273.9242084,3.216,0,13,3.077618161,252.8811455,139,48.83615319,166.4156676,215.2518208,160575,387036,8,1197,-1,Rapenland,2417,0.53,0772,Eindhoven,245474,79940.36211,88,Eindhoven,2.38,1,139,160575.478,387035.874,46.43129092,1.2614
13,1,8114,BU07724320,Oude Toren,WK077243,Eindhoven,GM0772,716.8295772,16.0188092,10.96865614,8.176072398,0.726214434,0,0,0,0,762.1983499,94.18223785,16.64793727,24.2280592,21.52769386,1.67098276,0,0,0,0,799.1705536,222.7658765,17.77262246,26,45.6144905,3.056195118,0,0,0,0,856.7592179,856.7592179,23,26,127.219277,4.730181818,0,0,0,0,4,0,0,0,161546,385134,9,1225,-1,TU-terrein,766,1.24,0772,Eindhoven,245474,79940.36211,88,Eindhoven,2.38,1,4,161546.1922,385134.076,26.3520007,2.9512
14,1,8116,BU07722150,Joriskwartier,WK077221,Eindhoven,GM0772,449.8295325,13.08215617,18.67076595,6.181636459,0.37706429,0,0,0.02683704,2.012778004,478.2996383,73.37962444,14.99267666,41.24082449,16.30615306,0.867605901,0,0,0.061666732,4.625004923,501.5006746,173.5621995,18.40809267,72.35635076,31.67540782,1.586834396,0,0,0.113639921,8.522994104,537.6390857,537.6390857,30,104.110988,74.27316207,2.456,0,0,0.180353527,13.52651453,10829,2.61222692,8.901509604,11.51373652,162176,382020,9,1415,-1,Rochusbuurt,1842,0.15,0772,Eindhoven,245474,79940.36211,88,Eindhoven,2.38,1,10829,162175.9328,382019.7935,20.53147131,0.357
15,1,8195,BU07726230,Lievendaal,WK077262,Eindhoven,GM0772,1458.036419,2,57.05646852,22.01057598,0.896937353,0,0,0.025900864,1.942564818,1550.316823,250.9818566,2,126.0288844,57.91888999,2.063807581,0,0,0.059515567,4.463667542,1625.518547,593.6384031,2,221.1156125,112.3099682,3.774664112,0,0,0.109675738,8.225680356,1742.654296,1742.654296,2,318.1554159,248.9506137,5.842181818,0,0,0.174062125,13.05465937,12734,2.521102725,8.590991828,11.11209455,158131,383826,9,1417,-1,Hurk,62,2.08,0772,Eindhoven,245474,79940.36211,88,Eindhoven,2.38,1,12734,158131.2171,383826.4788,70.22421862,4.9504
16,1,8112,BU07726120,Philipsdorp,WK077261,Eindhoven,GM0772,1223.922685,34.90408331,27.3033759,18.17223551,9.309144523,14.35643564,8,0,0,1301.385826,207.7658379,35.26861318,60.30892018,47.82621444,21.41987171,14.35643564,8,0,0,1364.512572,491.4211006,35.92027915,105.8110122,92.75009952,39.17653068,14.35643564,8,0,0,1462.840089,1462.840089,38,152.2477143,208.5128276,60.63490909,14.35643564,8,0,0,10837,0,0,0,160295,383585,8,1424,-1,Witte Dame,2322,0.18,0772,Eindhoven,245474,79940.36211,88,Eindhoven,2.38,1,10837,160295.2478,383584.8842,58.1324635,0.4284
17,1,8160,BU07725210,Kerkdorp Acht,WK077252,Eindhoven,GM0772,2195.908636,203.2794404,33.0042076,60.44722171,0.693610711,0,0,0.384386692,31.36551701,2334.88962,886.1043326,333.3258534,72.90117271,161.765338,1.595963239,0,0,0.883252072,72.07236483,2448.148871,2095.870865,565.8083649,127.9039129,317.5100019,2.918985866,0,0,1.627663608,132.8154998,2624.563809,2624.563809,636,184.0364058,305.2526373,4.517818182,0,0,2.583202002,210.7863464,292,40.70684782,138.7139816,179.4208294,158071,387540,9,1642,-1,Vredeoord,489,1.34,0772,Eindhoven,245474,79940.36211,88,Eindhoven,2.38,1,292,158071.1464,387540.4075,247.9302098,3.1892
18,1,8147,BU07723370,Koudenhoven,WK077233,Eindhoven,GM0772,357.3799047,36.43171818,0,9.21493179,0.139124106,0,0,0,0,379.9987924,147.2573975,64.30013565,0,24.82769467,0.320117546,0,0,0,0,398.4315176,348.3026522,114.1201924,0,48.96440875,0.585488794,0,0,0,0,427.1427092,427.1427092,127,0,46.39601775,0.906181818,0,0,0,0,517,0,0,0,163881,385517,12,1837,-1,'t Hofke,3848,1.5,0772,Eindhoven,245474,79940.36211,88,Eindhoven,2.38,1,517,163881.3241,385516.7641,41.20232361,3.57
19,1,8161,BU07725160,Vlokhoven,WK077251,Eindhoven,GM0772,1560.144964,31.82624109,27.97662624,16.62355403,0.880635492,0,9,0.513504775,42.19329186,1658.887907,189.8286167,32.00714207,61.79602572,43.74717784,2.026297821,0,9,1.179942402,96.95266056,1739.356123,448.9948333,32.33053671,108.4201145,84.83506707,3.706059486,0,9,2.174406796,178.6650972,1864.69507,1864.69507,34,156.001859,266.0635285,5.736,0,9,3.450916985,283.5524704,1338,54.7593687,186.5998098,241.3591785,161684,386984,9,1924,-1,Generalenbuurt,5575,0.82,0772,Eindhoven,245474,79940.36211,88,Eindhoven,2.38,1,1338,161683.7643,386983.5747,53.1136651,1.9516
20,1,8118,BU07722330,Sintenbuurt,WK077223,Eindhoven,GM0772,826.9872183,10,0,14.7025233,1.066655364,0,0,0.05148967,3.86172524,879.3279648,130.9192687,10,0,34.88776936,2.454320157,0,0,0.118314079,8.873555958,921.9818129,309.6586609,10,0,64.96442862,4.488904053,0,0,0.218030082,16.35225613,988.4203232,988.4203232,10,0,147.7603822,6.947636364,0,0,0.346027116,25.95203369,816,5.011830718,17.07847773,22.09030845,162932,381680,9,2117,-1,Tuindorp,2983,0.45,0772,Eindhoven,245474,79940.36211,88,Eindhoven,2.38,1,816,162931.5738,381679.7145,36.63094804,1.071
21,1,8205,BU07726399,Meerrijk,WK077263,Eindhoven,GM0772,522.6163664,0,5.761584566,12.13045059,1.493183521,13.62363412,0,0,0,555.6932147,138.3209151,0,12.72644617,31.92021118,3.435739921,17.82178218,0,0,0,582.6484065,327.1655102,0,22.32834126,61.8961776,6.283901801,17.82178218,0,0,0,624.6343672,624.6343672,0,32.12745867,89.23348103,9.725818182,17.82178218,0,0,0,849,0,0,0,156259,383593,13,2150,-1,Grasrijk,6039,1.28,0772,Eindhoven,245474,79940.36211,88,Eindhoven,2.38,1,849,156259.0608,383592.9226,38.7019138,3.0464
22,1,8111,BU07722180,Elzent-Zuid,WK077221,Eindhoven,GM0772,126.8443651,12.90018456,0,2.344690038,0.084300722,0,0,0,0,134.8724562,46.10535134,25.92773521,0,6.435906646,0.193971707,0,0,0,0,141.4147584,109.0513375,48.80463766,0,12.85692128,0.354770497,0,0,0,0,151.6051827,151.6051827,61,0,14.04521362,0.549090909,0,0,0,0,956,0,0,0,161347,381981,8,2265,-1,Bergen,2872,0.35,0772,Eindhoven,245474,79940.36211,88,Eindhoven,2.38,1,956,161346.8151,381981.2913,12.90018456,0.833
23,1,7959,BU07725230,Achtse Barrier-Spaaihoef,WK077252,Eindhoven,GM0772,2819.253701,128.0312988,2.411938001,63.7408956,1.609529684,0,0,0.031517919,2.363843935,2997.686741,741.2895699,137.5885857,5.327596738,167.9272528,3.703446569,0,0,0.072422558,5.431691829,3143.096508,1753.34569,154.6740401,9.347181173,325.9077836,6.773532077,0,0,0.133460838,10.00956284,3369.58975,3369.58975,179,13.44932762,473.510504,10.48363636,0,0,0.211810538,15.88579032,1343,3.067847894,10.45409849,13.52194638,158468,388590,15,2618,-1,Buitengebied,1243,22.72,0753,Best,30993,39943.27335,35,Best,1.57,1,1343,158468.292,388589.9954,207.4113305,35.6704
24,1,8123,BU07722250,Eikenburg,WK077222,Eindhoven,GM0772,857.5737867,62.03533132,25.89148396,25.40045925,2.487485417,0,0,0,0,911.850384,320.0407075,82.12308879,57.19027001,67.25671484,5.723578401,0,0,0,0,956.0818076,756.9808315,118.0337471,100.3393916,131.0088273,10.46831409,0,0,0,0,1024.977582,1024.977582,135,144.3747933,134.7865325,16.20218182,0,0,0,0,1457,0,0,0,161888,380129,16,2725,-1,Kerstroosplein,1909,0.21,0772,Eindhoven,245474,79940.36211,88,Eindhoven,2.38,1,1457,161887.7301,380129.0916,89.54674616,0.4998
25,1,8195,BU07726330,Grasrijk,WK077263,Eindhoven,GM0772,2551.563734,156.2991686,28.80792283,76.5937382,1.022439356,0,0,0.514297036,34.14581838,2713.054441,896.2481255,171.4063923,63.63223087,201.863764,2.352581355,0,0,1.181762877,78.46100157,2844.657457,2119.863616,198.4134063,111.6417063,391.877302,4.302825753,0,0,2.177761581,144.588528,3049.645018,3049.645018,215,160.6372933,426.3637518,6.659636364,0,0,3.456241235,229.4708644,1493,44.31518319,151.0098628,195.325046,157142,383071,13,2769,-1,Hurk,62,2.08,0772,Eindhoven,245474,79940.36211,88,Eindhoven,2.38,1,1493,157142.1942,383070.7613,250.7684227,4.9504
26,1,8216,BU07727250,"Bennekel-West, Gagelbosch",WK077272,Eindhoven,GM0772,1570.263828,13,0,17.52225755,1.77578634,0,0,0.022780278,1.708520864,1669.647203,175.8070503,13,0,43.62538135,4.085994744,0,0,0.052345017,3.925876272,1750.637324,415.8301241,13,0,82.83876192,7.473205282,0,0,0.096461794,7.23463453,1876.789201,1876.789201,13,0,272.3966517,11.56654545,0,0,0.153090785,11.48180884,1709,2.217355409,7.555932571,9.77328798,159543,380960,9,2956,-1,Genderdal,2917,0.6,0772,Eindhoven,245474,79940.36211,88,Eindhoven,2.38,1,1709,159542.6412,380960.4062,49.19045902,1.428
27,1,8189,BU07726130,Engelsbergen,WK077261,Eindhoven,GM0772,236.888152,21.62948231,17.37487557,4.001372511,1.024672487,0,5.026044998,0.162894592,12.2170944,251.881011,77.30392357,42.7210026,38.37840375,10.96438274,2.357719678,0,13.32210242,0.374302724,28.0727043,264.0990852,182.8442038,80.13446774,67.33428047,21.87767519,4.312223647,0,25,0.689767895,51.73259212,283.1302088,283.1302088,110,96.88490907,26.57994471,6.674181818,0,25,1.094703966,82.10279748,763,15.85560991,54.03009318,69.88570309,159874,382893,8,2982,-1,"Eliasterrein, Vonderkwartier",3264,0.3,0772,Eindhoven,245474,79940.36211,88,Eindhoven,2.38,1,763,159874.3934,382893.0528,21.62948231,0.714
28,1,8119,BU07722160,Bloemenplein,WK077221,Eindhoven,GM0772,462.2481393,10.10802186,10.96499495,4.712691917,0.546670644,0,5.259362561,0.02683704,2.012778004,491.5042295,56.24344333,11.76343926,24.2199722,12.43545115,1.257861561,0,8,0.061666732,4.625004923,515.3457853,133.0306036,14.72281034,42.49354434,24.1622489,2.300604443,0,8,0.113639921,8.522994104,552.4818825,552.4818825,30,61.14245449,75.98411906,3.560727273,0,8,0.180353527,13.52651453,1994,2.61222692,8.901509604,11.51373652,162050,381800,6,3198,-1,Joriskwartier,1328,0.15,0772,Eindhoven,245474,79940.36211,88,Eindhoven,2.38,1,1994,162050.4171,381799.8794,15.73680231,0.357
29,1,8216,BU07727320,Hanevoet,WK077273,Eindhoven,GM0772,1923.734172,8,11.07566742,33.66930477,3.346124562,0,13,0.047432908,3.5574681,2045.488995,383.9238295,8,24.46443051,88.59780682,7.699263737,0,13,0.108992364,8.174427307,2144.710196,908.0812938,8,42.92244243,171.7991637,14.08180432,0,13,0.200851954,15.06389656,2299.259178,2299.259178,8,61.75958074,328.4655968,21.79490909,0,13,0.318764373,23.907328,2082,4.616959207,15.7329007,20.3498599,158753,380693,10,3293,-1,Genderdal,2917,0.6,0772,Eindhoven,245474,79940.36211,88,Eindhoven,2.38,1,2082,158752.9076,380692.6393,107.4211152,1.428
30,1,8189,BU07727130,Hagenkamp,WK077271,Eindhoven,GM0772,555.3876897,0,7.446375245,5.038089909,3.050792892,5.445544554,0,1.080920176,89.17591449,590.5386638,57.44825397,0,16.44788732,13.25728938,7.019720471,5.445544554,0,2.483761808,204.9103492,619.1841152,135.8802991,0,28.85754877,25.70708362,12.83893284,5.445544554,0,4.577095073,377.6103435,663.8028589,663.8028589,0,41.52210389,94.82897984,19.87127273,5.445544554,0,7.264130685,599.2907815,2326,115.7344347,394.3804323,510.114867,160115,382541,8,3494,-1,"Eliasterrein, Vonderkwartier",3264,0.3,0772,Eindhoven,245474,79940.36211,88,Eindhoven,2.38,1,2326,160114.775,382540.7499,16.0739059,0.714
31,1,8114,BU07723210,Doornakkers-West,WK077232,Eindhoven,GM0772,1551.865892,29.09809334,36.81478509,13.11311616,2.085856678,0,0,1.054548889,86.50176971,1650.084846,158.673156,35.14139638,81.31814703,34.63165568,4.799450943,0,0,2.423165294,198.7656413,1730.126049,375.3039371,45.94494132,142.6713564,67.33200565,8.77810286,0,0,4.465427357,366.2868293,1854.799872,1854.799872,116,200,253.0720243,13.58618182,0,0,7.086907169,581.3196698,2403,112.2638716,382.5540285,494.8179001,163455,383413,9,3562,-1,TU-terrein,766,1.24,0772,Eindhoven,245474,79940.36211,88,Eindhoven,2.38,1,2403,163455.1039,383413.41,44.39642986,2.9512
32,1,8115,BU07723120,Lakerlopen,WK077231,Eindhoven,GM0772,1321.66172,19,38.48048592,16.35455025,1.636997204,0,17.99154745,2.278752764,178.6652095,1405.310849,186.4874135,19,84.99742165,43.03555697,3.766647946,0,46.80220491,5.236167493,410.5407909,1473.47872,441.0920051,19,149.1265834,83.44983879,6.889126172,0,90.33896497,9.649249116,756.547679,1579.658397,1579.658397,19,214.5729541,225.6654854,10.66254545,0,122,15.31395033,1200.687581,2632,231.8755814,790.1467898,1022.022371,162807,383258,6,3769,-1,Irisbuurt,2662,0.54,0772,Eindhoven,245474,79940.36211,88,Eindhoven,2.38,1,2632,162806.7909,383258.3641,52.17880317,1.2852
33,1,8167,BU07725310,Woenselse Heide,WK077253,Eindhoven,GM0772,3027.380351,9,34.01267288,55.06098039,1.872145973,0,34,0.448910488,33.66828661,3218.985909,627.8484986,9,75.128716,144.8881151,4.307713397,0,34,1.03151625,77.36371872,3375.130307,1485.027584,9,131.8121011,280.9511645,7.878724407,0,34,1.900885958,142.5664468,3618.344031,3618.344031,9,189.6597593,516.9062901,12.19418182,0,34,3.016822634,226.2616976,2701,43.69543211,148.8979788,192.5934109,160280,387887,10,3836,-1,Driehoeksbos,984,0.77,0772,Eindhoven,245474,79940.36211,88,Eindhoven,2.38,1,2701,160279.9932,387887.0677,175.670747,1.8326
34,1,8191,BU07726220,Het Ven,WK077262,Eindhoven,GM0772,1742.284529,53.38062457,50.34394281,25.29259925,3.689133593,0,19,0.222497786,16.68733392,1852.555245,299.9114426,60.98198207,111.2019569,66.71328518,8.488510207,0,19,0.511260234,38.34451756,1942.417746,709.3698016,74.57084346,195.102011,129.5871027,15.52532083,0,19,0.942154232,70.6615674,2082.389424,2082.389424,117,280.725367,287.935838,24.02909091,0,19,1.495256567,112.1442425,2914,21.65718365,73.79972498,95.45690862,158892,383365,8,4026,-1,Engelsbergen,664,0.33,0772,Eindhoven,245474,79940.36211,88,Eindhoven,2.38,1,2914,158892.48,383365.1809,83.91461833,0.7854
35,1,8160,BU07725110,Driehoeksbos,WK077251,Eindhoven,GM0772,656.8063113,51.30859241,34.02030075,19.26761501,8.399031693,0,27.6666467,0.848820751,70.02771199,698.3761589,252.2780733,72.82927395,75.14556479,51.14846798,19.32574803,0,40,1.95043872,160.9111944,732.2525188,596.7042981,111.3015545,131.841662,99.81570644,35.346419,0,40,3.594283247,296.5283679,785.0190331,785.0190331,127,189.7022935,100.0305136,54.70690909,0,40,5.704348022,470.6087118,5656,90.88348245,309.6975174,400.5809998,159447,387150,6,4049,-1,Vredeoord,489,1.34,0772,Eindhoven,245474,79940.36211,88,Eindhoven,2.38,1,5656,159446.6649,387149.935,70.58689744,3.1892
36,1,8197,BU07726320,Meerbos,WK077263,Eindhoven,GM0772,1.394758194,0.048613645,0,0.004630021,0.224318081,0,0,0.023716454,1.77873405,1.483033664,0.173745511,0.142810638,0,0.013844893,0.516144582,0,0,0.054496182,4.087213653,1.554971661,0.41095404,0.285663602,0,0.02920137,0.944018449,0,0,0.100425977,7.531948278,1.667023764,1.667023764,1,0,0.09944049,1.461090909,0,0,0.159382187,11.953664,3095,2.308479603,7.866450348,10.17492995,157061,384609,11,4172,-1,Lievendaal,3189,0.89,0772,Eindhoven,245474,79940.36211,88,Eindhoven,2.38,1,3095,157061.1836,384608.8679,0.048613645,2.1182
37,1,8161,BU07725410,Eckart,WK077254,Eindhoven,GM0772,2131.860821,13,20.25691091,22.97082254,2.129179434,0,20,0.020907927,1.568094491,2266.788163,261.9313413,13,44.74437257,60.44569415,4.899134417,0,20,0.048042687,3.60320151,2376.743995,619.5368274,13,78.50326844,117.20967,8.960422003,0,20,0.088533427,6.640007034,2548.013458,2548.013458,13,112.9555699,364.0019226,13.86836364,0,20,0.14050798,10.53809853,3220,2.035107019,6.934897017,8.970004036,162372,386992,10,4287,-1,Generalenbuurt,5575,0.82,0772,Eindhoven,245474,79940.36211,88,Eindhoven,2.38,1,3220,162372.1751,386992.1637,73.2878624,1.9516
38,1,8112,BU07724100,Limbeek-Zuid,WK077241,Eindhoven,GM0772,542.969083,2,18.79602008,4.46290669,0.075926478,0,0,0,0,577.3340726,50.88956362,2,41.51749143,11.74374545,0.174702995,0,0,0,0,605.3390045,120.3672636,2,72.84175835,22.772185,0.319528395,0,0,0,0,648.960062,648.960062,2,104.8094237,92.70858029,0.494545455,0,0,0,0,4789,0,0,0,160635,383940,7,4400,-1,Witte Dame,2322,0.18,0772,Eindhoven,245474,79940.36211,88,Eindhoven,2.38,1,4789,160635.4665,383939.5704,14.23879753,0.4284
39,1,8114,BU07723330,"Muschberg, Geestenberg",WK077233,Eindhoven,GM0772,1960.070095,37.24572395,43.44495805,19.07546013,0.258596653,0,19.33405678,0.035574681,2.668101075,2084.124651,219.4498374,38.52511091,95.96317018,50.22199124,0.595017846,0,34,0.081744273,6.13082048,2185.219964,519.0568465,40.81225662,168.3658095,97.4226877,1.088276121,0,34,0.150638966,11.29792242,2342.688102,2342.688102,54,242.2555945,332.1988577,1.684363636,0,34,0.23907328,17.930496,3538,3.462719405,11.79967552,15.26239493,164320,383932,11,4588,-1,TU-terrein,766,1.24,0772,Eindhoven,245474,79940.36211,88,Eindhoven,2.38,1,3538,164320.434,383932.1788,61.40162305,2.9512
40,1,8130,BU07723220,Doornakkers-Oost,WK077232,Eindhoven,GM0772,1164.704329,16.52145384,9.68810134,8.532189737,2.860306757,0,7,0.431587057,35.3531647,1238.419488,97.84809309,16.88969713,21.39951238,22.45936117,6.581421488,0,7,0.991710093,81.23526811,1298.491905,231.4365927,17.54800153,37.54509379,43.56158528,12.03729249,0,7,1.827530871,149.7009674,1392.061937,1392.061937,23,54.02230442,197.9182057,18.63054545,0,7,2.900403611,237.5846194,3755,45.88210341,156.3493512,202.2314547,164021,383248,10,4703,-1,Poeijers,0,0.96,0772,Eindhoven,245474,79940.36211,88,Eindhoven,2.38,1,3755,164020.5728,383247.6599,27.37769962,2.2848
