demand_i,station_j,m,t,flow_X,travel_time
25,1407,2,2,0.132,143.69317626953125
93,1926,3,3,0.0216547679223221,113.26107788085938
70,699,0,1,0.088,119.8263168334961
52,586,2,2,0.132,115.30518341064453
3,1406,2,1,0.04014577977200154,150.809814453125
52,1435,1,1,0.020528698010992497,123.98721313476562
88,534,2,3,0.1,128.97813415527344
28,850,3,1,0.088,125.78490447998047
8,1979,3,2,0.132,130.64840698242188
19,1721,0,3,0.154,124.97254943847656
74,2004,0,3,0.10574691658819535,131.59996032714844
39,417,0,3,0.06126626921908665,121.426025390625
24,1974,0,1,0.088,123.4227523803711
59,23,2,1,0.088,128.55213928222656
6,1294,0,1,0.00011036465665767436,125.4782943725586
52,1074,2,1,0.088,113.91722106933594
63,2022,0,1,0.088,128.19065856933594
25,1755,0,1,0.07708561465759184,145.55091857910156
32,558,0,2,0.132,129.41836547851562
31,607,2,2,0.132,120.7025375366211
11,356,0,0,0.154,134.0989227294922
48,1687,0,2,0.132,131.5557861328125
58,1070,2,1,0.088,125.97569274902344
3,1736,2,1,0.088,144.87646484375
51,232,0,3,0.006777502253072082,120.64192199707031
58,810,1,2,0.132,126.07738494873047
95,126,1,3,0.01200000000000001,129.99114990234375
13,1721,3,1,0.088,124.41230010986328
28,593,2,2,0.132,128.86752319335938
25,580,1,1,0.04621982265759175,142.3682403564453
83,580,3,1,0.02063235763902138,127.33953857421875
25,9,0,3,0.01200000000000001,140.2499237060547
82,100,0,3,0.1,131.85594177246094
24,475,0,1,0.088,124.61547088623047
0,1815,3,1,0.088,119.75321197509766
0,609,2,2,0.132,118.59825897216797
16,221,3,1,0.088,138.18772888183594
66,699,3,0,0.03230888165511342,123.39932250976562
92,1100,3,1,0.088,127.44430541992188
59,1631,3,2,0.132,124.05435180664062
105,1149,2,3,0.154,130.47317504882812
93,1159,2,2,0.132,115.12866973876953
105,1619,3,3,0.09102099851597353,134.796142578125
16,79,0,2,0.132,138.29283142089844
15,1729,2,2,0.132,131.79469299316406
16,175,1,2,0.132,132.65737915039062
70,1688,1,2,0.132,117.73856353759766
105,64,1,1,0.088,132.6448211669922
52,1572,3,3,0.154,107.89373779296875
82,392,2,2,0.132,134.10595703125
102,178,0,2,0.132,145.2424774169922
42,1201,0,3,0.01200000000000001,125.9603271484375
61,496,3,1,0.088,133.642333984375
1,1942,1,1,0.07568696254332069,123.48729705810547
82,22,0,3,0.154,129.50833129882812
32,1304,1,3,0.154,127.64800262451172
12,1704,0,1,0.088,108.27947235107422
52,1760,2,1,0.088,116.52404022216797
33,401,1,3,0.02612447818779795,115.78392028808594
107,931,0,2,0.132,127.91968536376953
56,545,3,1,0.0197753145292362,124.99694061279297
37,126,0,1,0.02346280652459795,129.0552215576172
58,1754,0,1,0.088,128.6319580078125
112,1211,2,2,0.132,117.7302017211914
36,1001,1,2,0.132,126.90464782714844
24,272,1,1,0.088,127.48859405517578
42,1396,2,1,0.088,124.87837982177734
82,100,1,1,0.088,131.85594177246094
82,960,1,3,0.154,129.9214324951172
105,1152,2,3,0.154,132.8730010986328
16,353,3,2,0.132,132.96995544433594
44,792,2,3,0.1,137.5310821533203
33,1459,1,2,0.132,123.2021255493164
20,254,0,1,0.088,140.82374572753906
62,1605,1,1,0.088,122.32852172851562
18,1384,2,2,0.132,123.27808380126953
26,1305,2,1,0.088,128.8404083251953
102,163,0,2,0.132,142.00946044921875
107,1645,1,3,0.12247029069913676,124.55036163330078
89,841,1,1,0.088,142.83399963378906
71,817,1,2,0.06957761125180617,142.26805114746094
92,368,0,1,0.088,133.63473510742188
23,750,2,3,0.154,105.95929718017578
1,521,1,1,0.088,125.49390411376953
97,1413,2,1,0.02452291637462825,127.59320068359375
97,1507,3,2,0.132,129.354248046875
82,571,1,2,0.132,132.27288818359375
97,1023,0,3,0.1,129.34376525878906
25,409,3,2,0.132,145.30503845214844
95,963,3,3,0.1,128.82626342773438
82,524,2,3,0.14115182574643656,130.2764129638672
115,896,3,0,0.13087865613447786,123.91102600097656
28,545,1,3,0.014388415338457805,125.68897247314453
10,632,3,2,0.132,123.63431549072266
31,1782,0,1,0.0055694844046629,120.04502868652344
18,505,1,3,0.05447436995153432,117.46376037597656
88,1854,2,1,0.088,131.1004638671875
58,1282,0,1,0.05758595005702952,125.79914093017578
14,1396,0,3,0.1,133.37049865722656
16,1409,2,2,0.132,139.1002655029297
37,96,2,2,0.132,
0,1284,0,1,0.0357943927477222,118.5784912109375
15,521,2,3,0.13207872072316024,128.21112060546875
107,152,3,0,0.154,123.06675720214844
109,1747,3,1,0.059579332302174215,111.18113708496094
107,1347,3,2,0.132,127.5682601928711
10,631,0,3,0.011818173353792316,122.96407318115234
34,66,1,3,0.154,112.91914367675781
70,985,0,3,0.154,119.03323364257812
49,289,3,2,0.132,118.84794616699219
19,562,3,1,0.088,129.32229614257812
46,455,0,2,0.132,137.01565551757812
31,1174,2,2,0.132,116.35623931884766
112,230,2,2,0.132,116.66272735595703
62,1308,3,1,0.088,122.13565826416016
52,1561,0,1,0.088,116.0399169921875
107,152,1,3,0.024010946480203188,123.06675720214844
16,1739,2,2,0.132,130.59495544433594
33,1781,2,2,0.132,124.13660430908203
88,1553,3,3,0.01200000000000001,129.2407989501953
24,1541,3,3,0.154,104.03678131103516
74,587,2,1,0.088,136.9042510986328
66,1186,0,2,0.132,129.78236389160156
52,1560,2,1,0.088,116.91202545166016
97,1967,1,3,0.01200000000000001,129.8330535888672
103,836,3,3,0.1,138.1575164794922
25,857,1,2,0.132,128.212646484375
59,1952,3,2,0.132,150.32684326171875
37,182,2,1,0.043024707004597956,127.81034088134766
19,1653,0,2,0.08153526125464164,131.9881591796875
23,1843,3,2,0.132,110.45948028564453
89,86,2,3,0.125946566968355,132.24154663085938
82,766,1,3,0.1,130.58534240722656
63,126,3,2,0.020150603977074244,128.8238067626953
39,479,3,1,0.016638245501916366,126.65436553955078
102,648,0,3,0.1,135.5665283203125
74,1252,1,3,0.154,131.67596435546875
87,1145,1,2,0.132,125.43084716796875
28,206,0,1,0.088,108.41876220703125
83,958,3,0,0.154,
33,606,3,2,0.132,121.33790588378906
83,290,2,1,0.088,122.69511413574219
62,19,0,2,0.132,127.2640380859375
32,1105,2,2,0.132,123.23688507080078
11,378,3,2,0.132,138.10166931152344
32,1400,1,2,0.009995111673880452,131.4143829345703
113,1182,3,1,0.088,125.72270202636719
93,781,0,2,0.132,115.86947631835938
20,755,0,1,0.088,140.11990356445312
43,423,0,3,0.154,120.51534271240234
32,1530,2,1,0.0581728083001887,131.4494171142578
105,1708,0,2,0.132,139.7928924560547
48,1145,3,0,0.154,124.71138763427734
110,1693,2,2,0.132,116.7196044921875
28,1684,3,1,0.088,128.9779815673828
43,90,3,2,0.132,125.09671020507812
31,705,0,1,0.088,123.20901489257812
25,1853,0,1,0.088,145.38912963867188
28,1303,2,1,0.088,125.78490447998047
82,1411,3,2,0.132,134.3938446044922
16,334,1,0,0.03135175869011747,130.50479125976562
39,1266,0,0,0.07610543927614644,120.71858215332031
18,2024,0,1,0.088,119.85236358642578
24,991,0,2,0.132,124.64872741699219
67,232,1,2,0.132,124.9438247680664
71,845,2,1,0.088,136.5570831298828
92,1595,3,2,0.132,128.255615234375
36,983,2,3,0.154,123.01202392578125
48,1145,1,3,0.154,124.71138763427734
97,1669,3,2,0.132,129.59967041015625
42,1467,3,2,0.132,128.49769592285156
8,369,1,2,0.132,125.75128936767578
79,718,0,2,0.132,150.7630615234375
23,1301,2,2,0.132,118.76207733154297
44,862,0,0,0.004989221295678428,136.99960327148438
52,877,1,0,0.154,110.40229034423828
114,336,0,3,0.020784539117886885,133.04322814941406
92,1110,2,3,0.1,128.255615234375
42,1080,2,1,0.012727022967270879,126.8885726928711
83,958,1,3,0.154,
51,456,2,1,0.088,121.81966400146484
69,1540,1,3,0.10061587855554946,129.03858947753906
6,348,0,3,0.07486939077370511,116.49718475341797
82,1169,0,2,0.132,139.19876098632812
113,141,3,2,0.04839763062766317,125.1288833618164
52,868,3,3,0.1,115.0723876953125
3,1367,3,2,0.132,148.56736755371094
11,1113,1,1,0.03814368784287517,135.55572509765625
49,1753,3,0,0.028330420955634678,116.86788940429688
14,911,3,1,0.088,137.05120849609375
112,1512,3,2,0.132,121.16969299316406
92,99,3,2,0.132,129.5775909423828
46,1228,3,3,0.01200000000000001,124.1894760131836
25,174,0,1,0.088,144.17628479003906
57,860,2,1,0.03979005773900243,128.44082641601562
53,1313,0,1,0.088,125.87103271484375
102,372,1,2,0.132,141.55303955078125
16,1715,2,2,0.132,131.66139221191406
62,797,2,3,0.01200000000000001,120.64683532714844
36,592,0,2,0.132,128.6049041748047
52,1766,2,0,0.154,111.18428039550781
16,267,3,1,0.088,140.13809204101562
16,125,0,2,0.132,143.86204528808594
59,1452,2,1,0.088,145.51007080078125
18,1299,1,2,0.132,125.17724609375
74,521,1,0,0.154,131.6038360595703
15,819,3,3,0.1,130.83843994140625
49,1284,0,1,0.0522056072522778,120.80792999267578
74,572,0,2,0.132,150.8647003173828
0,1926,2,0,0.028312220889726875,115.41632843017578
88,11,1,2,0.032600856250930205,130.3158416748047
92,852,1,1,0.088,128.0980682373047
15,650,1,3,0.154,129.66458129882812
44,1667,3,1,0.088,137.72528076171875
15,1370,0,1,0.088,133.263671875
89,639,0,2,0.132,152.26266479492188
97,1553,3,2,0.132,129.82797241210938
62,1594,3,3,0.154,119.08078002929688
52,1373,3,2,0.132,125.73682403564453
102,1279,2,2,0.132,141.78163146972656
68,1184,2,1,0.088,132.22494506835938
52,482,3,2,0.132,114.0463638305664
61,1226,1,0,0.06938963346391959,130.1400604248047
107,1413,2,2,0.08422603024804809,124.6123046875
92,1832,0,1,0.088,128.66969299316406
38,1187,0,2,0.132,135.43179321289062
92,1616,2,3,0.154,126.18171691894531
58,478,3,2,0.132,126.62586975097656
32,1901,1,2,0.132,127.85045623779297
74,1362,0,2,0.132,132.97715759277344
66,1149,2,0,0.020025668429055482,121.4529037475586
19,1692,0,1,0.088,133.19619750976562
74,1580,0,0,0.154,131.71449279785156
48,1969,3,2,0.132,132.56336975097656
13,152,3,3,0.05340591310077994,123.4758071899414
67,1422,2,2,0.03606415320517689,130.15176391601562
93,932,0,2,0.132,118.2464370727539
93,1926,2,0,0.12568777911027312,113.26107788085938
36,1834,0,2,0.132,129.45639038085938
3,15,3,2,0.132,144.45852661132812
95,1549,2,1,0.03270063698824427,134.6069793701172
33,1130,3,0,0.032792210989979045,115.8238754272461
16,481,0,2,0.132,144.2367401123047
56,116,3,1,0.088,121.9650650024414
28,1936,3,2,0.132,109.49082946777344
46,93,2,3,0.1,123.22697448730469
58,1046,2,3,0.01200000000000001,126.0677719116211
92,1892,3,1,0.08156927972569505,130.66262817382812
66,2028,1,2,0.132,131.00221252441406
92,336,0,1,0.088,128.5285186767578
82,1542,2,3,0.09765147243357727,130.88722229003906
0,609,0,1,0.088,118.59825897216797
36,1977,0,1,0.088,125.32139587402344
77,1348,1,2,0.132,118.19152069091797
71,356,3,1,0.08726704952323577,134.4486083984375
105,1423,3,2,0.132,141.85899353027344
59,1631,1,1,0.088,124.05435180664062
8,756,1,2,0.032491893192862886,132.58050537109375
14,487,3,2,0.132,137.53363037109375
71,1642,1,2,0.132,138.83909606933594
44,792,0,2,0.132,137.5310821533203
15,1729,0,1,0.088,131.79469299316406
52,936,1,3,0.1,114.86834716796875
77,1655,1,0,0.04458443003900775,113.22098541259766
43,1254,1,3,0.154,121.11101531982422
27,18,3,3,0.154,115.63247680664062
23,47,1,2,0.132,102.72364807128906
23,938,3,3,0.154,113.87184143066406
105,1919,2,1,0.08350983363831858,140.46762084960938
71,391,1,2,0.132,135.4088134765625
74,934,3,3,0.1,134.19151306152344
32,822,3,0,0.154,125.60336303710938
97,801,2,1,0.088,132.0176544189453
23,750,0,2,0.132,105.95929718017578
71,1545,0,0,0.154,125.43894958496094
24,1250,0,3,0.01200000000000001,125.26699829101562
13,1226,3,1,0.088,120.48226928710938
16,1067,2,2,0.132,138.49380493164062
10,1651,2,3,0.03763432913659273,124.19784545898438
112,1211,0,1,0.088,117.7302017211914
21,576,3,2,0.132,
94,430,0,3,0.154,121.84188842773438
33,299,3,2,0.132,124.50776672363281
84,1130,0,0,0.061875558510166406,110.85670471191406
52,1191,3,2,0.132,113.21483612060547
16,1409,0,1,0.088,139.1002655029297
24,139,1,1,0.088,103.18280792236328
16,1491,1,2,0.132,138.94540405273438
102,741,1,3,0.01200000000000001,136.46253967285156
52,1229,1,3,0.154,111.8994140625
52,512,3,1,0.088,117.43138885498047
24,1707,0,1,0.088,125.15516662597656
33,401,0,0,0.154,115.78392028808594
95,1635,0,1,0.06240084818410227,137.59506225585938
88,528,2,3,0.1,128.91799926757812
83,901,3,3,0.154,121.00437927246094
115,1938,0,2,0.132,131.960205078125
93,466,1,2,0.132,115.08451080322266
92,17,0,3,0.1,128.3962860107422
99,616,2,2,0.132,135.37937927246094
32,822,1,3,0.154,125.60336303710938
69,1979,2,2,0.132,138.60330200195312
28,315,0,1,0.088,106.22738647460938
82,321,1,2,0.132,136.3748779296875
92,1659,3,2,0.132,129.94183349609375
37,96,0,1,0.088,
25,1416,2,3,0.154,136.8102264404297
110,43,2,2,0.132,115.72345733642578
52,1161,2,2,0.132,125.23563385009766
61,1190,3,1,0.088,133.6339874267578
53,359,3,1,0.088,
31,1174,0,1,0.088,116.35623931884766
16,379,2,3,0.154,131.91038513183594
16,575,0,3,0.154,130.64926147460938
115,1852,1,2,0.132,126.32865142822266
113,1770,2,2,0.132,126.32394409179688
28,1390,0,2,0.132,132.60006713867188
102,453,1,0,0.154,
24,1541,1,2,0.132,104.03678131103516
115,1141,0,1,0.036026215031092185,128.27146911621094
68,1301,0,3,0.0638033548685398,132.8715362548828
15,1346,3,1,0.088,129.97227478027344
3,1193,0,1,0.088,147.61444091796875
93,1506,3,2,0.132,115.3077621459961
52,1176,3,0,0.154,112.55447387695312
31,697,2,3,0.004329976720306605,120.9671859741211
15,1412,3,1,0.088,132.0360565185547
23,1843,1,1,0.088,110.45948028564453
107,230,0,0,0.08494738510040203,122.51870727539062
89,951,0,2,0.008737153417897936,144.8352508544922
93,971,3,2,0.132,115.72610473632812
33,1008,3,2,0.132,124.98699188232422
48,1238,0,2,0.132,131.51393127441406
22,637,0,3,0.01200000000000001,137.1995086669922
106,444,1,2,0.132,140.1685028076172
75,116,1,2,0.03269943191715241,124.37731170654297
28,149,1,2,0.132,126.65870666503906
61,717,3,0,0.10711220162346159,133.6162567138672
112,152,0,1,0.02853262707556406,117.5167236328125
63,530,0,3,0.020682567294050797,124.29434967041016
16,902,0,3,0.154,130.62660217285156
3,1611,3,1,0.088,145.66856384277344
61,1194,0,1,0.088,133.6304168701172
87,929,1,3,0.13210806451168336,129.26699829101562
52,1176,1,3,0.154,112.55447387695312
18,505,0,0,0.08111808154549358,117.46376037597656
95,182,0,3,0.1,128.81419372558594
16,575,1,1,0.088,130.64926147460938
46,1414,0,1,0.088,125.1397476196289
85,1149,0,1,0.088,115.0046615600586
32,1105,0,1,0.088,123.23688507080078
16,558,1,3,0.154,130.5614013671875
105,511,2,2,0.132,131.4611358642578
62,1058,2,1,0.088,122.56578063964844
97,1442,1,2,0.132,130.96649169921875
56,767,1,0,0.0885901711679014,120.9582290649414
97,1669,1,1,0.088,129.59967041015625
24,1014,3,3,0.154,123.14542388916016
34,66,0,0,0.14735534237672995,112.91914367675781
51,156,2,2,0.132,121.11630249023438
71,1779,2,3,0.09783170383248899,134.48866271972656
51,1627,1,1,0.088,121.17086029052734
95,417,2,3,0.10422688909065453,126.47764587402344
74,1252,0,0,0.154,131.67596435546875
32,486,0,1,0.088,130.81932067871094
75,862,2,3,0.05648761620833703,123.18672943115234
103,198,0,2,0.132,143.4693603515625
46,223,0,0,0.06721262682463644,121.37569427490234
24,1513,0,1,0.088,127.50452423095703
52,399,3,1,0.088,118.01366424560547
24,588,3,1,0.088,128.02584838867188
0,289,3,3,0.154,117.00543212890625
52,484,0,1,0.088,116.0594253540039
68,1204,2,1,0.088,136.03033447265625
77,1848,0,2,0.03864793918559528,120.97967529296875
66,1745,0,3,0.154,124.75308990478516
16,1715,0,1,0.088,131.66139221191406
92,1110,0,2,0.132,128.255615234375
59,1410,3,2,0.132,150.5833282470703
42,911,1,1,0.088,129.57089233398438
29,253,0,2,0.07946123190586768,124.59071350097656
88,531,1,2,0.132,130.9765167236328
112,405,1,2,0.132,118.89717102050781
1,530,1,2,0.132,124.5787353515625
28,816,1,1,0.06016968018375732,129.8976287841797
51,1899,3,2,0.1290097928515529,120.21414947509766
18,1655,1,0,0.10941556996099225,115.6382827758789
66,248,3,3,0.008430510409216302,124.60636138916016
84,992,2,0,0.03496972515016641,111.88735961914062
57,1328,2,1,0.004719386291823613,133.41651916503906
112,1512,1,1,0.088,121.16969299316406
77,1257,2,1,0.088,119.83209991455078
97,1340,1,0,0.154,127.10184478759766
92,99,1,1,0.088,129.5775909423828
11,1468,0,3,0.1,136.38858032226562
82,741,1,2,0.132,134.1942596435547
71,1183,2,1,0.088,135.33660888671875
54,356,1,3,0.13525582114977558,135.47239685058594
93,1717,3,2,0.132,116.96266174316406
70,1397,3,3,0.154,119.8997573852539
67,1315,1,3,0.154,123.85943603515625
52,944,3,2,0.132,117.03491973876953
32,1655,2,2,0.132,123.6617431640625
31,1882,2,2,0.132,125.0190658569336
67,1840,0,2,0.132,126.37908935546875
91,1032,0,1,0.088,129.37158203125
38,933,2,2,0.132,124.18921661376953
69,1540,0,0,0.12338311327054449,129.03858947753906
63,417,0,3,0.09273373078091335,125.13983154296875
46,709,0,2,0.132,133.33204650878906
42,1968,2,3,0.154,123.21315002441406
4,300,2,1,0.088,128.83099365234375
36,1282,3,2,0.132,124.82917785644531
82,501,0,1,0.088,139.3131561279297
92,1004,3,2,0.132,127.17374420166016
66,123,0,2,0.132,130.14048767089844
62,1043,0,2,0.132,119.8760757446289
0,1369,1,2,0.132,120.30306243896484
66,1069,0,2,0.132,133.51194763183594
71,1393,2,2,0.132,137.13072204589844
52,482,1,1,0.088,114.0463638305664
107,223,0,3,0.154,123.76400756835938
44,841,0,2,0.132,139.9091033935547
16,1841,3,1,0.088,141.8436279296875
105,490,2,2,0.132,139.704345703125
92,1240,1,2,0.132,129.37274169921875
15,600,1,1,0.088,133.11282348632812
89,489,0,3,0.01200000000000001,143.8390350341797
14,1467,0,1,0.018288753496524673,136.2561798095703
48,1789,0,1,0.017779943515569774,134.11978149414062
58,478,1,1,0.088,126.62586975097656
44,315,1,0,0.12854252792252416,126.90003204345703
14,710,2,3,0.04583494633958973,132.7647705078125
16,1220,1,1,0.088,140.44944763183594
4,166,3,0,0.1497565530037935,120.56815338134766
56,995,0,2,0.132,124.78169250488281
4,68,3,2,0.132,118.3462905883789
62,1135,0,2,0.132,137.8618927001953
89,1546,2,2,0.132,142.28213500976562
32,396,3,0,0.154,125.75038146972656
36,536,2,3,0.01200000000000001,125.06304931640625
59,1255,0,0,0.154,123.40805053710938
52,702,3,1,0.088,119.75944519042969
6,1704,3,0,0.05946711142367901,114.21353149414062
27,350,0,2,0.07100010412933988,120.71344757080078
32,379,3,2,0.132,131.42428588867188
62,553,1,3,0.154,117.87826538085938
32,674,2,2,0.132,128.83421325683594
48,782,0,3,0.1,130.6522979736328
52,1845,2,3,0.154,111.25714111328125
52,980,2,3,0.154,112.97105407714844
23,938,1,2,0.132,113.87184143066406
1,1942,3,1,0.088,123.48729705810547
46,363,0,3,0.1,122.91857147216797
46,1752,1,2,0.132,126.3777084350586
71,1930,0,2,0.014705625152150792,133.72776794433594
6,1704,1,3,0.08415429070376312,114.21353149414062
110,432,0,2,0.132,118.38339233398438
97,21,0,1,0.088,129.90463256835938
52,1695,2,1,0.088,116.566162109375
59,1915,1,2,0.132,119.300048828125
97,1273,1,2,0.132,129.48336791992188
24,86,3,0,0.154,115.66881561279297
85,348,3,2,0.132,113.74468994140625
16,1851,0,1,0.088,138.11293029785156
89,1662,1,1,0.088,145.9816131591797
71,898,3,2,0.132,136.22947692871094
30,1756,3,3,0.01200000000000001,114.3449935913086
93,1284,0,2,0.008020493993805944,116.84794616699219
110,43,0,1,0.088,115.72345733642578
102,772,1,1,0.088,140.0235595703125
22,1647,0,3,0.01200000000000001,137.2192840576172
53,359,1,0,0.08193323007871352,
107,1470,3,2,0.132,125.55044555664062
77,1634,1,2,0.132,117.50836181640625
88,562,2,1,0.088,130.7597198486328
79,541,3,3,0.02415252898545933,145.7310028076172
